CustomerID,Recency,Frequency,Monetary,AvgOrderValue,TotalItems,UniqueProducts,Country,Cluster,ClusterLabel,CLV,ChurnRisk,ChurnScore,R_Score,F_Score,M_Score,RFM_Score,Segment,Recommendation
13642,216,1,354.8,5.375757575757576,173,57,United Kingdom,1,Dormant Low,150.61,High,57.8,1,1,2,4,At Risk,Send win-back campaign with 20% discount
13643,31,3,519.44,18.551428571428573,273,24,United Kingdom,0,Active Mid,483.22,Low,8.3,3,3,2,8,Loyal Customers,Upsell premium products & bundles
13644,16,4,2624.26,17.974383561643837,2067,144,United Kingdom,0,Active Mid,2560.07,Low,4.3,4,3,4,11,Champions,Reward with loyalty program & early access
13645,120,1,252.1,50.42,158,5,United Kingdom,0,Active Mid,172.03,High,32.1,2,1,1,4,At Risk,Send win-back campaign with 20% discount
13647,10,4,1678.1200000000001,21.2420253164557,895,65,United Kingdom,0,Active Mid,1664.51,Low,2.7,4,3,4,11,Champions,Reward with loyalty program & early access
13649,257,2,346.6,15.069565217391306,139,23,United Kingdom,1,Dormant Low,109.47,High,68.7,1,2,2,5,At Risk,Send win-back campaign with 20% discount
13650,17,6,1836.34,19.128541666666667,922,79,United Kingdom,0,Active Mid,1803.19,Low,4.5,4,4,4,12,Champions,Reward with loyalty program & early access
13651,35,2,94.2,15.700000000000001,33,6,United Kingdom,0,Active Mid,86.2,Low,9.4,3,2,1,6,Potential Loyalists,Offer membership & personalized offers
13652,46,3,1095.08,17.38222222222222,578,48,United Kingdom,0,Active Mid,974.18,Medium,12.3,3,3,3,9,Loyal Customers,Upsell premium products & bundles
13654,43,6,2707.33,16.30921686746988,2182,157,United Kingdom,0,Active Mid,2464.85,Low,11.5,3,4,4,11,Champions,Reward with loyalty program & early access
13655,114,2,932.97,16.66017857142857,605,52,United Kingdom,0,Active Mid,654.8,High,30.5,2,2,3,7,Potential Loyalists,Offer membership & personalized offers
13656,165,2,379.65,7.747959183673469,490,49,United Kingdom,1,Dormant Low,214.19,High,44.1,1,2,2,5,At Risk,Send win-back campaign with 20% discount
13657,11,2,382.14,23.88375,209,16,United Kingdom,0,Active Mid,374.45,Low,2.9,4,2,2,8,Loyal Customers,Upsell premium products & bundles
13658,10,5,2639.17,24.43675925925926,1019,91,United Kingdom,0,Active Mid,2630.05,Low,2.7,4,4,4,12,Champions,Reward with loyalty program & early access
13659,206,2,1573.2,15.126923076923077,894,92,United Kingdom,1,Dormant Low,713.44,High,55.1,1,2,3,6,Potential Loyalists,Offer membership & personalized offers
13662,86,3,897.76,16.938867924528303,543,50,United Kingdom,0,Active Mid,701.25,Medium,23.0,2,3,3,8,Loyal Customers,Upsell premium products & bundles
13663,179,1,189.47,14.574615384615385,91,13,United Kingdom,1,Dormant Low,99.26,High,47.9,1,1,1,3,Lost,Last chance discount or remove from list
13666,60,3,84.65,7.054166666666667,41,12,United Kingdom,0,Active Mid,72.09,Medium,16.0,2,3,1,6,Potential Loyalists,Offer membership & personalized offers
13667,149,1,305.02,3.505977011494253,154,82,United Kingdom,1,Dormant Low,184.38,High,39.8,1,1,1,3,Lost,Last chance discount or remove from list
13668,3,21,6363.59,13.539553191489363,3742,284,United Kingdom,3,High Value,6946.82,Low,0.8,4,4,4,12,Champions,Reward with loyalty program & early access
13669,51,2,218.55,24.283333333333335,237,9,United Kingdom,0,Active Mid,190.55,Medium,13.6,3,2,1,6,Potential Loyalists,Offer membership & personalized offers
13670,75,1,349.7,13.988,282,25,United Kingdom,0,Active Mid,280.91,Medium,20.1,2,1,2,5,At Risk,Send re-engagement email with offers
13672,301,2,186.39000000000001,31.065,57,4,United Kingdom,1,Dormant Low,36.73,High,80.5,1,2,1,4,At Risk,Send win-back campaign with 20% discount
13673,19,2,396.92,6.106461538461539,119,47,United Kingdom,0,Active Mid,380.36,Low,5.1,3,2,2,7,Potential Loyalists,Offer membership & personalized offers
13675,151,2,486.82000000000005,19.472800000000003,330,25,United Kingdom,1,Dormant Low,293.05,High,40.4,1,2,2,5,At Risk,Send win-back campaign with 20% discount
13678,152,1,232.6,14.5375,924,16,United Kingdom,1,Dormant Low,138.73,High,40.6,1,1,1,3,Lost,Last chance discount or remove from list
13680,1,4,3722.42,19.089333333333332,1936,164,United Kingdom,0,Active Mid,3783.52,Low,0.3,4,3,4,11,Champions,Reward with loyalty program & early access
13681,18,4,827.83,14.523333333333333,360,37,United Kingdom,0,Active Mid,803.07,Low,4.8,4,3,3,10,Champions,Reward with loyalty program & early access
13682,187,1,59.5,19.833333333333332,10,3,United Kingdom,1,Dormant Low,29.89,High,50.0,1,1,1,3,Lost,Last chance discount or remove from list
13684,286,1,67.23,2.241,39,29,United Kingdom,1,Dormant Low,15.89,High,76.5,1,1,1,3,Lost,Last chance discount or remove from list
13685,3,7,3119.44,79.98564102564103,5056,29,United Kingdom,0,Active Mid,3198.06,Low,0.8,4,4,4,12,Champions,Reward with loyalty program & early access
13686,183,1,72.0,9.0,70,8,United Kingdom,1,Dormant Low,36.95,High,48.9,1,1,1,3,Lost,Last chance discount or remove from list
13689,63,1,910.0,151.66666666666666,512,6,United Kingdom,0,Active Mid,760.33,Medium,16.8,2,1,3,6,Potential Loyalists,Offer membership & personalized offers
13690,59,1,172.25,19.13888888888889,67,9,United Kingdom,0,Active Mid,145.77,Medium,15.8,2,1,1,4,At Risk,Send re-engagement email with offers
13692,25,3,1488.32,28.081509433962264,1226,48,United Kingdom,0,Active Mid,1408.77,Low,6.7,3,3,3,9,Loyal Customers,Upsell premium products & bundles
13694,4,50,65039.62,114.50637323943663,63312,366,United Kingdom,3,High Value,79737.31,Low,1.1,4,4,4,12,Champions,Reward with loyalty program & early access
13695,31,15,2504.13,27.823666666666668,1603,46,United Kingdom,0,Active Mid,2461.39,Low,8.3,3,4,4,11,Champions,Reward with loyalty program & early access
13697,39,1,151.29999999999998,12.608333333333333,177,12,United Kingdom,0,Active Mid,136.17,Low,10.4,3,1,1,5,At Risk,Send re-engagement email with offers
13699,155,1,308.58000000000004,22.041428571428575,66,14,United Kingdom,1,Dormant Low,181.56,High,41.4,1,1,2,4,At Risk,Send win-back campaign with 20% discount
13700,26,10,2265.12,11.498071065989848,2304,139,United Kingdom,0,Active Mid,2208.5,Low,7.0,3,4,4,11,Champions,Reward with loyalty program & early access
13703,318,1,99.5,99.5,10,1,United Kingdom,1,Dormant Low,14.97,High,85.0,1,1,1,3,Lost,Last chance discount or remove from list
13704,5,9,2308.06,17.224328358208954,1531,111,United Kingdom,0,Active Mid,2375.26,Low,1.3,4,4,4,12,Champions,Reward with loyalty program & early access
13705,8,3,711.86,25.423571428571428,363,25,United Kingdom,0,Active Mid,706.63,Low,2.1,4,3,3,10,Champions,Reward with loyalty program & early access
13706,303,1,330.79,16.5395,189,20,United Kingdom,1,Dormant Low,63.1,High,81.0,1,1,2,4,At Risk,Send win-back campaign with 20% discount
13707,267,2,806.41,16.800208333333334,351,48,United Kingdom,1,Dormant Low,232.92,High,71.4,1,2,3,6,Potential Loyalists,Offer membership & personalized offers
13708,271,1,296.88,5.821176470588235,306,49,United Kingdom,1,Dormant Low,82.15,High,72.5,1,1,1,3,Lost,Last chance discount or remove from list
13709,4,13,6328.05,18.833482142857143,3516,244,United Kingdom,0,Active Mid,6649.77,Low,1.1,4,4,4,12,Champions,Reward with loyalty program & early access
13710,32,1,180.48,22.56,176,8,United Kingdom,0,Active Mid,165.83,Low,8.6,3,1,1,5,At Risk,Send re-engagement email with offers
13711,219,2,252.06,19.38923076923077,140,11,United Kingdom,1,Dormant Low,105.46,High,58.6,1,2,1,4,At Risk,Send win-back campaign with 20% discount
13712,247,1,228.84,22.884,352,10,United Kingdom,1,Dormant Low,78.08,High,66.0,1,1,1,3,Lost,Last chance discount or remove from list
13715,281,5,1079.34,10.279428571428571,563,89,United Kingdom,1,Dormant Low,274.81,High,75.1,1,4,3,8,Loyal Customers,Upsell premium products & bundles
13716,269,1,138.28,6.584761904761905,138,21,United Kingdom,1,Dormant Low,39.01,High,71.9,1,1,1,3,Lost,Last chance discount or remove from list
13717,32,6,1445.01,14.166764705882352,1959,92,United Kingdom,0,Active Mid,1359.31,Low,8.6,3,4,3,10,Champions,Reward with loyalty program & early access
13718,246,2,306.55,25.545833333333334,173,9,United Kingdom,1,Dormant Low,105.92,High,65.8,1,2,1,4,At Risk,Send win-back campaign with 20% discount
13719,15,5,1041.68,17.361333333333334,609,56,United Kingdom,0,Active Mid,1023.82,Low,4.0,4,4,3,11,Champions,Reward with loyalty program & early access
13720,117,4,799.9,18.60232558139535,501,42,United Kingdom,0,Active Mid,560.18,High,31.3,2,3,3,8,Loyal Customers,Upsell premium products & bundles
13721,36,1,524.14,18.719285714285714,316,28,United Kingdom,0,Active Mid,475.95,Low,9.6,3,1,2,6,Potential Loyalists,Offer membership & personalized offers
13722,132,3,2375.41,27.945999999999998,1401,75,United Kingdom,0,Active Mid,1559.09,High,35.3,2,3,4,9,Loyal Customers,Upsell premium products & bundles
13723,217,1,199.85000000000002,33.30833333333334,43,6,United Kingdom,1,Dormant Low,84.3,High,58.0,1,1,1,3,Lost,Last chance discount or remove from list
13725,50,8,1980.56,19.043846153846154,806,95,United Kingdom,0,Active Mid,1781.46,Medium,13.4,3,4,4,11,Champions,Reward with loyalty program & early access
13726,39,2,1079.6599999999999,25.70619047619047,1054,39,United Kingdom,0,Active Mid,976.33,Low,10.4,3,2,3,8,Loyal Customers,Upsell premium products & bundles
13727,29,2,333.48,16.674,162,19,United Kingdom,0,Active Mid,310.57,Low,7.8,3,2,2,7,Potential Loyalists,Offer membership & personalized offers
13728,37,6,1016.14,16.12920634920635,458,38,United Kingdom,0,Active Mid,941.9,Low,9.9,3,4,3,10,Champions,Reward with loyalty program & early access
13730,136,2,752.6,17.50232558139535,488,38,United Kingdom,0,Active Mid,483.51,High,36.4,2,2,3,7,Potential Loyalists,Offer membership & personalized offers
13731,219,2,610.59,16.068157894736842,278,36,United Kingdom,1,Dormant Low,255.47,High,58.6,1,2,2,5,At Risk,Send win-back campaign with 20% discount
13732,28,1,491.86,14.904848484848486,498,33,United Kingdom,0,Active Mid,457.21,Low,7.5,3,1,2,6,Potential Loyalists,Offer membership & personalized offers
13735,25,4,2885.2400000000002,14.72061224489796,1130,158,United Kingdom,0,Active Mid,2743.91,Low,6.7,3,3,4,10,Champions,Reward with loyalty program & early access
13736,5,2,731.9,3.831937172774869,497,166,United Kingdom,0,Active Mid,729.03,Low,1.3,4,2,3,9,Loyal Customers,Upsell premium products & bundles
13737,200,1,339.59999999999997,11.319999999999999,125,29,United Kingdom,1,Dormant Low,158.75,High,53.5,1,1,2,4,At Risk,Send win-back campaign with 20% discount
13739,18,1,216.9,72.3,54,3,United Kingdom,0,Active Mid,207.45,Low,4.8,4,1,1,6,Potential Loyalists,Offer membership & personalized offers
13740,241,1,350.75,15.25,425,23,United Kingdom,1,Dormant Low,125.33,High,64.4,1,1,2,4,At Risk,Send win-back campaign with 20% discount
13741,72,3,668.4300000000001,19.65970588235294,218,34,United Kingdom,0,Active Mid,547.5,Medium,19.3,2,3,2,7,Potential Loyalists,Offer membership & personalized offers
13742,17,12,3131.02,9.753956386292835,1124,200,United Kingdom,0,Active Mid,3160.3,Low,4.5,4,4,4,12,Champions,Reward with loyalty program & early access
13743,3,7,1341.6,32.72195121951219,1776,8,United Kingdom,0,Active Mid,1375.41,Low,0.8,4,4,3,11,Champions,Reward with loyalty program & early access
13744,95,2,1156.36,16.060555555555553,1249,54,United Kingdom,0,Active Mid,870.89,High,25.4,2,2,3,7,Potential Loyalists,Offer membership & personalized offers
13745,162,1,300.04,12.001600000000002,496,25,United Kingdom,1,Dormant Low,170.89,High,43.3,1,1,1,3,Lost,Last chance discount or remove from list
13747,374,1,79.6,79.6,8,1,United Kingdom,1,Dormant Low,0.0,High,100.0,1,1,1,3,Lost,Last chance discount or remove from list
13748,96,5,948.25,33.86607142857143,439,24,United Kingdom,0,Active Mid,721.71,High,25.7,2,4,3,9,Loyal Customers,Upsell premium products & bundles
13750,54,5,1647.26,68.63583333333334,516,20,United Kingdom,0,Active Mid,1443.14,Medium,14.4,2,4,3,9,Loyal Customers,Upsell premium products & bundles
13751,288,1,296.25,32.916666666666664,152,9,United Kingdom,1,Dormant Low,68.45,High,77.0,1,1,1,3,Lost,Last chance discount or remove from list
13752,124,6,1186.28,15.608947368421052,876,64,United Kingdom,0,Active Mid,815.73,High,33.2,2,4,3,9,Loyal Customers,Upsell premium products & bundles
13753,288,1,741.26,21.178857142857144,512,35,United Kingdom,1,Dormant Low,171.27,High,77.0,1,1,3,5,At Risk,Send win-back campaign with 20% discount
13754,152,2,282.59999999999997,23.549999999999997,214,11,United Kingdom,1,Dormant Low,169.35,High,40.6,1,2,1,4,At Risk,Send win-back campaign with 20% discount
13755,4,9,2161.35,6.319736842105263,1264,232,United Kingdom,0,Active Mid,2230.31,Low,1.1,4,4,4,12,Champions,Reward with loyalty program & early access
13756,2,14,5189.52,36.54591549295775,3188,66,United Kingdom,3,High Value,5507.53,Low,0.5,4,4,4,12,Champions,Reward with loyalty program & early access
13758,12,7,3190.55,27.26965811965812,1844,104,United Kingdom,0,Active Mid,3191.61,Low,3.2,4,4,4,12,Champions,Reward with loyalty program & early access
13759,33,2,659.4100000000001,26.376400000000004,287,24,United Kingdom,0,Active Mid,606.98,Low,8.8,3,2,2,7,Potential Loyalists,Offer membership & personalized offers
13760,54,2,286.79,5.03140350877193,197,50,United Kingdom,0,Active Mid,247.73,Medium,14.4,2,2,1,5,At Risk,Send re-engagement email with offers
13761,50,2,1070.65,15.295000000000002,642,68,United Kingdom,0,Active Mid,936.39,Medium,13.4,3,2,3,8,Loyal Customers,Upsell premium products & bundles
13762,219,1,306.72,43.81714285714286,272,7,United Kingdom,1,Dormant Low,127.72,High,58.6,1,1,1,3,Lost,Last chance discount or remove from list
13763,63,1,1714.96,114.33066666666667,728,15,United Kingdom,0,Active Mid,1432.9,Medium,16.8,2,1,4,7,Potential Loyalists,Offer membership & personalized offers
13764,71,3,1521.76,7.3161538461538465,932,183,United Kingdom,0,Active Mid,1250.57,Medium,19.0,2,3,3,8,Loyal Customers,Upsell premium products & bundles
13767,2,37,17220.36,46.79445652173913,7322,55,United Kingdom,3,High Value,20160.55,Low,0.5,4,4,4,12,Champions,Reward with loyalty program & early access
13769,2,10,2796.51,20.71488888888889,1163,73,United Kingdom,0,Active Mid,2914.64,Low,0.5,4,4,4,12,Champions,Reward with loyalty program & early access
13771,64,4,2634.45,22.138235294117646,1477,114,United Kingdom,0,Active Mid,2225.43,Medium,17.1,2,3,4,9,Loyal Customers,Upsell premium products & bundles
13772,34,3,1132.13,6.396214689265538,546,141,United Kingdom,0,Active Mid,1043.98,Low,9.1,3,3,3,9,Loyal Customers,Upsell premium products & bundles
13774,82,1,345.0,15.681818181818182,192,22,United Kingdom,0,Active Mid,270.65,Medium,21.9,2,1,2,5,At Risk,Send re-engagement email with offers
13777,1,33,25977.16,131.86375634517768,12897,36,United Kingdom,3,High Value,29998.39,Low,0.3,4,4,4,12,Champions,Reward with loyalty program & early access
13778,103,1,178.7,19.855555555555554,70,9,United Kingdom,0,Active Mid,130.11,High,27.5,2,1,1,4,At Risk,Send win-back campaign with 20% discount
13780,7,2,360.01,6.315964912280702,318,56,United Kingdom,0,Active Mid,356.65,Low,1.9,4,2,2,8,Loyal Customers,Upsell premium products & bundles
13781,251,1,127.84,7.5200000000000005,30,17,United Kingdom,1,Dormant Low,42.24,High,67.1,1,1,1,3,Lost,Last chance discount or remove from list
13782,13,6,912.0,7.930434782608696,371,96,United Kingdom,0,Active Mid,905.57,Low,3.5,4,4,3,11,Champions,Reward with loyalty program & early access
13784,10,11,2462.79,79.44483870967741,2493,9,United Kingdom,0,Active Mid,2523.09,Low,2.7,4,4,4,12,Champions,Reward with loyalty program & early access
13786,367,1,230.39999999999998,32.91428571428571,136,7,United Kingdom,1,Dormant Low,4.33,High,98.1,1,1,1,3,Lost,Last chance discount or remove from list
13787,76,2,309.04,9.969032258064518,337,24,United Kingdom,0,Active Mid,248.6,Medium,20.3,2,2,2,6,Potential Loyalists,Offer membership & personalized offers
13790,4,1,348.8,7.751111111111111,748,45,United Kingdom,0,Active Mid,346.72,Low,1.1,4,1,2,7,Potential Loyalists,Offer membership & personalized offers
13791,128,2,1516.0,137.8181818181818,1200,7,United Kingdom,0,Active Mid,1006.7,High,34.2,2,2,3,7,Potential Loyalists,Offer membership & personalized offers
13792,66,2,195.55,15.042307692307693,92,13,United Kingdom,0,Active Mid,162.58,Medium,17.6,2,2,1,5,At Risk,Send re-engagement email with offers
13798,1,57,37153.85,106.4580229226361,23948,113,United Kingdom,3,High Value,47160.28,Low,0.3,4,4,4,12,Champions,Reward with loyalty program & early access
13799,117,2,688.86,17.663076923076922,402,32,United Kingdom,0,Active Mid,477.89,High,31.3,2,2,3,7,Potential Loyalists,Offer membership & personalized offers
13800,310,1,558.32,16.91878787878788,331,33,United Kingdom,1,Dormant Low,96.0,High,82.9,1,1,2,4,At Risk,Send win-back campaign with 20% discount
13801,67,1,324.8,14.121739130434783,168,23,United Kingdom,0,Active Mid,267.89,Medium,17.9,2,1,2,5,At Risk,Send re-engagement email with offers
13802,139,3,4599.42,76.657,2572,55,United Kingdom,0,Active Mid,2931.49,High,37.2,2,3,4,9,Loyal Customers,Upsell premium products & bundles
13803,255,1,277.07,16.298235294117646,121,17,United Kingdom,1,Dormant Low,88.58,High,68.2,1,1,1,3,Lost,Last chance discount or remove from list
13804,31,7,2635.79,19.23934306569343,1498,124,United Kingdom,0,Active Mid,2498.28,Low,8.3,3,4,4,11,Champions,Reward with loyalty program & early access
13805,52,2,924.6,71.12307692307692,1900,10,United Kingdom,0,Active Mid,803.66,Medium,13.9,2,2,3,7,Potential Loyalists,Offer membership & personalized offers
13806,64,1,256.38,25.637999999999998,56,10,United Kingdom,0,Active Mid,213.52,Medium,17.1,2,1,1,4,At Risk,Send re-engagement email with offers
13807,367,1,112.6,16.085714285714285,36,7,United Kingdom,1,Dormant Low,2.12,High,98.1,1,1,1,3,Lost,Last chance discount or remove from list
13808,6,5,1747.66,22.995526315789476,782,70,United Kingdom,0,Active Mid,1760.76,Low,1.6,4,4,4,12,Champions,Reward with loyalty program & early access
13809,305,1,155.05,12.920833333333334,29,11,Cyprus,1,Dormant Low,28.74,High,81.6,1,1,1,3,Lost,Last chance discount or remove from list
13810,29,3,1499.01,42.828857142857146,312,32,Germany,0,Active Mid,1402.63,Low,7.8,3,3,3,9,Loyal Customers,Upsell premium products & bundles
13811,184,3,814.5,62.65384615384615,68,7,Germany,1,Dormant Low,419.72,High,49.2,1,3,3,7,Potential Loyalists,Offer membership & personalized offers
13812,42,3,539.0,14.972222222222221,333,33,Germany,0,Active Mid,485.34,Low,11.2,3,3,2,8,Loyal Customers,Upsell premium products & bundles
13813,40,4,1366.8600000000001,19.809565217391306,552,54,Germany,0,Active Mid,1244.03,Low,10.7,3,3,3,9,Loyal Customers,Upsell premium products & bundles
13814,92,2,1579.12,27.703859649122805,864,37,Germany,0,Active Mid,1202.07,High,24.6,2,2,3,7,Potential Loyalists,Offer membership & personalized offers
13815,22,4,4027.36,22.882727272727273,2560,132,Germany,0,Active Mid,3863.0,Low,5.9,3,3,4,10,Champions,Reward with loyalty program & early access
13816,24,2,571.6700000000001,20.416785714285716,269,25,Germany,0,Active Mid,540.1,Low,6.4,3,2,2,7,Potential Loyalists,Offer membership & personalized offers
13817,29,2,382.98,15.957500000000001,211,20,Germany,0,Active Mid,356.66,Low,7.8,3,2,2,7,Potential Loyalists,Offer membership & personalized offers
13819,302,3,1140.35,31.676388888888887,1109,26,United Kingdom,1,Dormant Low,222.68,High,80.7,1,3,3,7,Potential Loyalists,Offer membership & personalized offers
13821,145,2,385.64,6.536271186440678,153,51,United Kingdom,1,Dormant Low,238.39,High,38.8,1,2,2,5,At Risk,Send win-back campaign with 20% discount
13822,6,2,632.0,6.583333333333333,611,90,United Kingdom,0,Active Mid,627.81,Low,1.6,4,2,2,8,Loyal Customers,Upsell premium products & bundles
13823,19,2,957.66,23.941499999999998,439,39,United Kingdom,0,Active Mid,917.71,Low,5.1,3,2,3,8,Loyal Customers,Upsell premium products & bundles
13824,33,5,1698.94,36.93347826086956,768,34,United Kingdom,0,Active Mid,1586.09,Low,8.8,3,4,4,11,Champions,Reward with loyalty program & early access
13826,176,1,189.5,18.95,82,10,United Kingdom,1,Dormant Low,100.8,High,47.1,1,1,1,3,Lost,Last chance discount or remove from list
13827,58,3,412.05,4.430645161290323,141,83,United Kingdom,0,Active Mid,353.15,Medium,15.5,2,3,2,7,Potential Loyalists,Offer membership & personalized offers
13828,22,1,209.49,13.966000000000001,311,15,United Kingdom,0,Active Mid,198.11,Low,5.9,3,1,1,5,At Risk,Send re-engagement email with offers
13831,16,6,2202.99,29.77013513513513,745,58,United Kingdom,0,Active Mid,2169.28,Low,4.3,4,4,4,12,Champions,Reward with loyalty program & early access
13832,19,1,52.199999999999996,17.4,28,3,United Kingdom,0,Active Mid,49.79,Low,5.1,3,1,1,5,At Risk,Send re-engagement email with offers
13833,159,1,384.8,13.26896551724138,118,28,United Kingdom,1,Dormant Low,222.27,High,42.5,1,1,2,4,At Risk,Send win-back campaign with 20% discount
13835,25,4,834.57,15.174000000000001,442,48,United Kingdom,0,Active Mid,793.69,Low,6.7,3,3,3,9,Loyal Customers,Upsell premium products & bundles
13837,212,2,271.24,14.275789473684211,183,17,United Kingdom,1,Dormant Low,118.61,High,56.7,1,2,1,4,At Risk,Send win-back campaign with 20% discount
13838,6,4,691.73,3.975459770114943,263,144,United Kingdom,0,Active Mid,693.66,Low,1.6,4,3,3,10,Champions,Reward with loyalty program & early access
13841,253,1,85.0,85.0,100,1,United Kingdom,1,Dormant Low,27.63,High,67.6,1,1,1,3,Lost,Last chance discount or remove from list
13842,59,9,3385.62,16.43504854368932,1768,155,United Kingdom,0,Active Mid,2974.32,Medium,15.8,2,4,4,10,Champions,Reward with loyalty program & early access
13844,11,1,361.62,18.081,196,20,United Kingdom,0,Active Mid,352.66,Low,2.9,4,1,2,7,Potential Loyalists,Offer membership & personalized offers
13845,65,1,312.98,34.775555555555556,182,9,United Kingdom,0,Active Mid,259.82,Medium,17.4,2,1,2,5,At Risk,Send re-engagement email with offers
13846,25,3,865.0600000000001,15.728363636363637,388,55,United Kingdom,0,Active Mid,818.82,Low,6.7,3,3,3,9,Loyal Customers,Upsell premium products & bundles
13848,92,3,1255.0,251.0,3700,3,United Kingdom,0,Active Mid,959.87,High,24.6,2,3,3,8,Loyal Customers,Upsell premium products & bundles
13849,52,2,1537.95,15.227227722772279,1016,97,United Kingdom,0,Active Mid,1336.79,Medium,13.9,2,2,3,7,Potential Loyalists,Offer membership & personalized offers
13850,129,1,1595.48,17.155698924731183,944,93,United Kingdom,0,Active Mid,1050.17,High,34.5,2,1,3,6,Potential Loyalists,Offer membership & personalized offers
13851,96,3,2651.46,32.73407407407407,1705,77,United Kingdom,0,Active Mid,1999.16,High,25.7,2,3,4,9,Loyal Customers,Upsell premium products & bundles
13853,57,1,1090.14,47.39739130434783,312,23,United Kingdom,0,Active Mid,928.42,Medium,15.2,2,1,3,6,Potential Loyalists,Offer membership & personalized offers
13854,9,25,8109.5199999999995,73.72290909090908,2296,39,United Kingdom,3,High Value,8861.07,Low,2.4,4,4,4,12,Champions,Reward with loyalty program & early access
13856,169,3,388.5,27.75,494,10,United Kingdom,1,Dormant Low,216.0,High,45.2,1,3,2,6,Potential Loyalists,Offer membership & personalized offers
13858,57,1,216.17,19.651818181818182,75,11,United Kingdom,0,Active Mid,184.1,Medium,15.2,2,1,1,4,At Risk,Send re-engagement email with offers
13859,326,1,201.16,7.184285714285714,129,27,United Kingdom,1,Dormant Low,25.94,High,87.2,1,1,1,3,Lost,Last chance discount or remove from list
13860,1,5,1245.9,16.39342105263158,591,58,United Kingdom,0,Active Mid,1272.3,Low,0.3,4,4,3,11,Champions,Reward with loyalty program & early access
13862,18,8,2209.36,15.894676258992806,1688,97,United Kingdom,0,Active Mid,2183.53,Low,4.8,4,4,4,12,Champions,Reward with loyalty program & early access
13863,248,1,305.78,15.288999999999998,224,20,United Kingdom,1,Dormant Low,103.51,High,66.3,1,1,1,3,Lost,Last chance discount or remove from list
13865,58,4,501.56,16.718666666666667,204,26,United Kingdom,0,Active Mid,431.89,Medium,15.5,2,3,2,7,Potential Loyalists,Offer membership & personalized offers
13866,74,1,145.67000000000002,20.810000000000002,57,7,United Kingdom,0,Active Mid,117.41,Medium,19.8,2,1,1,4,At Risk,Send re-engagement email with offers
13867,31,3,1015.29,16.644098360655736,513,51,United Kingdom,0,Active Mid,944.5,Low,8.3,3,3,3,9,Loyal Customers,Upsell premium products & bundles
13868,7,2,3192.54,96.74363636363637,1964,32,United Kingdom,0,Active Mid,3162.77,Low,1.9,4,2,4,10,Champions,Reward with loyalty program & early access
13869,123,4,3104.95,10.11384364820847,1721,234,United Kingdom,0,Active Mid,2123.68,High,32.9,2,3,4,9,Loyal Customers,Upsell premium products & bundles
13870,2,8,2770.94,24.095130434782607,1325,91,United Kingdom,0,Active Mid,2861.62,Low,0.5,4,4,4,12,Champions,Reward with loyalty program & early access
13871,23,13,6403.25,19.057291666666668,2806,155,United Kingdom,0,Active Mid,6383.26,Low,6.1,3,4,4,11,Champions,Reward with loyalty program & early access
13873,120,3,389.6,16.93913043478261,140,21,United Kingdom,0,Active Mid,268.39,High,32.1,2,3,2,7,Potential Loyalists,Offer membership & personalized offers
13874,358,1,540.45,30.025000000000002,180,18,United Kingdom,1,Dormant Low,23.23,High,95.7,1,1,2,4,At Risk,Send win-back campaign with 20% discount
13875,54,5,1786.79,17.180673076923078,1316,79,United Kingdom,0,Active Mid,1565.38,Medium,14.4,2,4,4,10,Champions,Reward with loyalty program & early access
13876,64,1,122.7,17.52857142857143,36,7,United Kingdom,0,Active Mid,102.19,Medium,17.1,2,1,1,4,At Risk,Send re-engagement email with offers
13877,86,1,117.24,39.08,108,3,United Kingdom,0,Active Mid,90.71,Medium,23.0,2,1,1,4,At Risk,Send re-engagement email with offers
13878,55,1,1281.53,35.598055555555554,475,35,United Kingdom,0,Active Mid,1098.3,Medium,14.7,2,1,3,6,Potential Loyalists,Offer membership & personalized offers
13880,21,13,3219.77,19.513757575757577,1842,125,United Kingdom,0,Active Mid,3228.01,Low,5.6,3,4,4,11,Champions,Reward with loyalty program & early access
13881,4,20,17159.52,96.40179775280899,10118,72,United Kingdom,3,High Value,18600.49,Low,1.1,4,4,4,12,Champions,Reward with loyalty program & early access
13882,3,5,1191.13,18.325076923076924,953,54,United Kingdom,0,Active Mid,1209.84,Low,0.8,4,4,3,11,Champions,Reward with loyalty program & early access
13883,11,5,2674.48,18.834366197183098,1436,108,United Kingdom,0,Active Mid,2657.92,Low,2.9,4,4,4,12,Champions,Reward with loyalty program & early access
13884,7,5,787.6,13.349152542372881,300,45,United Kingdom,0,Active Mid,791.35,Low,1.9,4,4,3,11,Champions,Reward with loyalty program & early access
13885,189,2,506.8,18.1,182,28,United Kingdom,1,Dormant Low,253.09,High,50.5,1,2,2,5,At Risk,Send win-back campaign with 20% discount
13886,71,1,243.56,15.2225,126,16,United Kingdom,0,Active Mid,198.27,Medium,19.0,2,1,1,4,At Risk,Send re-engagement email with offers
13887,204,1,349.55,18.397368421052633,147,19,United Kingdom,1,Dormant Low,159.65,High,54.5,1,1,2,4,At Risk,Send win-back campaign with 20% discount
13888,120,2,605.63,15.14075,258,38,United Kingdom,0,Active Mid,415.25,High,32.1,2,2,2,6,Potential Loyalists,Offer membership & personalized offers
